database_id,scientificName,decimalLatitude,decimalLongitude,occurrenceID,basisOfRecord,verbatimEventDate,stateProvince,locality,identifiedBy,coordinateUncertaintyInMeters,recordedBy,country,county,.eventDate_empty,year,.year_outOfRange,.summary
IDIGBIO_5772,sejanus,-30.166,115.833,d755cb32-55ec-472b-9056-85318bdfb13d,preservedspecimen,08/09/1990,western australia,NA,NA,10000,"cassis, a. prof gerasimos|university of new south wales",australia,NA,TRUE,1990,TRUE,TRUE
IDIGBIO_5773,leucophoropterini,-27.05,132.5167,831b3640-7815-4a72-b20d-c7c8c6a24c3b,preservedspecimen,03/11/1970,south australia,victory well,NA,5000,"gross, g.",australia,NA,TRUE,1970,TRUE,TRUE
IDIGBIO_5774,miridae,-21.564912,117.071702,1d9ca023-ffed-4fc9-a728-4a0798234b71,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5775,wallabicoris lachnostachyos,-27.68,114.2385,ed970e5c-7aef-42fa-9016-b462f9e2c16a,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5776,wallabicoris lachnostachyos,-27.68,114.2385,898a8c34-ee2e-4e8a-9740-934156d2e830,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5777,melaleucoides,-27.5616,115.2432,648609d8-ef42-4cf5-8552-76e9bc13ea28,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5778,spinivesica eremophiloides,-26.39,114.01,650c777a-7f5d-4738-aba5-041cd2594b25,preservedspecimen,NA,western australia,NA,NA,NA,cassis|wall|weirauch|symonds,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5779,cymoninus notabilis,NA,NA,1a57d317-8f0d-40c1-a8ec-5b9784f343a5,preservedspecimen,NA,queensland,"7.1 kilometers w atherton, wongabel botanical trail",NA,NA,NA,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5780,nysius,NA,NA,7207d779-ccf8-4c57-96e1-346f8a76ef46,preservedspecimen,NA,queensland,"laidley, lot 22, mount berryman road",NA,NA,chamberlain,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5781,nysius,NA,NA,7de7bdeb-8d44-4e89-8179-936e96ae760c,preservedspecimen,NA,northern territory,cape crawford,NA,NA,chamberlain,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5782,eupristina poeta,NA,NA,260f28c2-aef7-444c-ab1f-12b3c7f4cb56,preservedspecimen,13/05/1934,queensland,indooroopilly,NA,NA,NA,australia,NA,TRUE,1934,TRUE,TRUE
IDIGBIO_5783,badezorus,18.83315937,98.98318964,63b5c64e-04e3-4fc0-bc62-62d44e944137,preservedspecimen,NA,chiang mai,chiang mai,NA,NA,gillogly,thailand,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5784,tytthus chinensis,18.83315937,98.98318964,aa7cf6b6-ce2b-4b22-911f-5df79746e44c,preservedspecimen,NA,chiang mai,chiang mai,NA,NA,gillogly,thailand,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5785,carvalhoma taplini,-34.23333,140.55,7b01fa48-b4c9-46a5-969a-17896d78d687,preservedspecimen,17/05/1970,south australia,1km nw monash,NA,10000,"taplin, i.c.",australia,NA,TRUE,1970,TRUE,TRUE
IDIGBIO_5786,rayieria kennedyi,-24.66,114.78,a6f2c960-8923-4941-8a15-965d64596cba,preservedspecimen,NA,western australia,NA,NA,NA,"cassis|, g.|wall|weirauch|tatarnic|, n.j.|symonds",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5787,xiphoidellus pallidus,-34.8019,116.0753,3e947c84-ca89-4749-b4a3-cb5574da4328,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis|brailovsky,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5788,sejanus brittoni,-31.966,152.566,8a77352e-bc5d-45eb-ab58-bb55d01fbc5e,preservedspecimen,19/11/1991,new south wales,NA,NA,10000,NA,australia,NA,TRUE,1991,TRUE,TRUE
IDIGBIO_5789,ausejanus tiramisu,-32.8358,115.6511,c75e116e-52c3-4a83-92d7-c7654cbbfc82,preservedspecimen,NA,western australia,NA,NA,NA,"cassis, g.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5790,miridae,-22.121001,113.889856,45118c09-34e0-4022-b4ed-a5f8b17acaca,preservedspecimen,NA,western australia,NA,NA,NA,"mcmah|, a.|tatarnic|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5791,cymoninus notabilis,-16.44689398,131.2199255,34cd4927-fac8-4ef6-81e5-910bc379cc09,preservedspecimen,NA,northern territory,"19 kilometers wnw top springs, coolibah creek",NA,NA,oswald,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5792,nysius,NA,NA,1750f0d0-ead4-4ce5-8e55-18980febfbb3,preservedspecimen,NA,victoria,lorne,NA,NA,chamberlain,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5793,rayieria kennedyi,-24.66,114.78,16810fcc-6847-454f-973d-0c0f2dc6f0a6,preservedspecimen,NA,western australia,NA,NA,NA,"cassis|, g.|wall|weirauch|tatarnic|, n.j.|symonds",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5794,nysius,-30.8166,120.1667,75a01574-42fd-495e-bea0-70ec29a6eda4,preservedspecimen,NA,western australia,NA,NA,NA,"mcmillan, r.p.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5795,miridae,-34.9666,117.35,cda95ec0-c098-4a2d-b394-5390428a8707,preservedspecimen,NA,western australia,NA,NA,NA,"mcmillan, r.p.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5796,xiphoidellus aureus,-32.0638,116.0833,4aaa073e-9730-447d-b605-095f753ae3c6,preservedspecimen,NA,western australia,NA,NA,NA,"cassis, g.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5797,austroamotura,NA,NA,5805b9b7-e4d6-4824-a9b1-f8331a86be80,preservedspecimen,NA,new south wales,new south wales,NA,NA,NA,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5798,rayieria kennedyi,-24.66,114.78,a24f28a0-4b25-498a-8b7b-11215faf2776,preservedspecimen,NA,western australia,NA,NA,NA,"cassis|, g.|wall|weirauch|tatarnic|, n.j.|symonds",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5799,nysius,-31.2333,119.3167,9e0d846a-16a9-4a3b-a328-6197b75a8618,preservedspecimen,NA,western australia,NA,NA,NA,"douglas|, a.m.|, m.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5800,creontiades dilutus,-35.26667,147.116669,98c71e4f-a42e-4c33-a50a-1a8dc07baadc,preservedspecimen,13/09/1968,new south wales,"nature reserve, the rock",NA,25000,key|upton|balderson,australia,NA,TRUE,1968,TRUE,TRUE
IDIGBIO_5801,rayieria acaciae,-22,115.62,ad0ca5f4-60ae-439e-898f-1a890e141365,preservedspecimen,NA,western australia,NA,NA,NA,"cassis|, g.|lassau|, s.|carter|, s.|, g.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5802,wallabicoris spyridiellus,-33.9085,122.5938,380db8f4-5c2c-48db-9d39-faba7a7e2ab9,preservedspecimen,NA,western australia,NA,NA,NA,"schuh|, r.t.|cassis|, g.|silveira|, r.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5803,miridae,-28.007863,117.852806,a7a3c34e-93df-43e0-b4f5-92898df2d968,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.|buirchell|, b.|mcmah|, a.|cassis|, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5804,miridae,-35.79753,148.91326,a9915b1a-ccd1-448f-81dd-86f50b2aa89d,preservedspecimen,NA,australian capital territory,NA,NA,NA,"schofner|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5805,campylomma liebknechti,-33.85,117.6333,adeb23f4-a49d-4d75-8336-ad628dd73683,preservedspecimen,NA,western australia,NA,NA,NA,"mcmillan, r.p.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5806,wallabicoris cassisi,-29.9283,121.1231,404811ed-5692-4eef-b5bd-e27538116b34,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5807,miridae,-28.81504,129.53345,71f254c5-5fae-45e8-8e09-a31dde4a939e,preservedspecimen,NA,south australia,NA,NA,NA,"tatarnic, n.|cheng, m.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5808,miridae,-22.73962,127.15356,ee5036b3-192d-4434-bfc2-8f1cc99ea9e0,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.j.|weiler|, l.|shofner|, r.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5809,singhalesia,-21.07938,119.13456,172c42bb-0b98-4a55-ab6e-47626f860e0e,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5810,wallabicoris dicrastyli,-28.0011,119.9593,5bf86c13-7bdc-4a0c-9f89-ce013acc6e06,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5811,miridae,-22.7,118.41914,35692e36-5a63-4bc7-b99f-1bca0bcd2dca,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5812,miridae,-27.2012,118.0003,0e57fad0-73af-4362-b1d0-a6ad1871c455,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.|buirchell|, b.|mcmah|, a.|cassis|, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5813,miridae,NA,NA,b6a939cf-6ea3-4f33-b3d6-5514ab8c83f4,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.|buirchell|, b.|mcmah|, a.|cassis|, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5814,nysius,-21.8833,120.1167,1c7c5ca9-d0ad-4076-b301-e3dafc888e2f,preservedspecimen,NA,western australia,NA,NA,NA,"douglas|, a.m.|, m.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5815,asterophylus rutidosis,-30.3211,121.2851,721d072d-5f5c-4130-aa06-ec968a6b0e3a,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5816,leptidolon,-31.85,115.75,7c3cd627-7b65-496a-8f4d-dde7a4df95bc,preservedspecimen,NA,western australia,NA,NA,NA,"mcmillan, r.p.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5817,miridae,-20.045286,113.91694,c3ed67c5-ace7-42c5-9b9f-d98bb383bb94,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.j.|harvey|, m.|huey|, j.|lima|, k.|wilson|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5818,creontiades dilutus,-22.201782,114.05684,0a9a2e96-13a4-4ac2-808f-9d16cd408526,preservedspecimen,NA,western australia,NA,NA,NA,"mcmah|, a.|tatarnic|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5819,eremotylus mosmanensis,-23.02,115.77,b013ac8e-cb4c-4ff2-b509-8c43aa3f23b8,preservedspecimen,NA,western australia,NA,NA,NA,"cassis, g.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5820,miridae,-22.7,118.41914,cdbdcea0-ea77-4a82-8f52-292a0eeea904,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5821,grandivesica agnew,-27.9622,120.4277,8cad0d9f-7a6d-49a8-b996-b7b772eee171,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5822,miridae,-22.7,118.41914,0c5a2e8e-2da1-41ff-a777-c8bc003ca1fe,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5823,miridae,NA,NA,30d0e9ed-9ab8-4323-91f2-bfea3d916216,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.|buirchell|, b.|mcmah|, a.|cassis|, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5824,ausejanus,-22.201782,114.05684,d15891b9-4e49-4bea-9ac6-912d5d584b8b,preservedspecimen,NA,western australia,NA,NA,NA,"mcmah|, a.|tatarnic|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5825,xiphoidellus furvus,-35.0252,117.2572,23b00e82-6826-4bb1-af5e-27e412339c97,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis|brailovsky,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5826,miridae,-21.592049,117.072005,581e0312-44de-4470-a102-3511a4349835,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5827,wallabicoris lachnostachyos,-27.68,114.2385,a7dcee30-1d4d-4177-8880-f25c27f2de4b,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5828,pulvillophylus rossi,-31.6233,117.6406,a0de2b44-5fdd-4d55-bb12-297f3f1df515,preservedspecimen,NA,western australia,NA,NA,NA,"ross|, e.s.|cavagnaro|, d.q.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5829,campylomma,-31.0166,118.6,8c67b798-fbb1-4c77-843f-94111efdc7c8,preservedspecimen,NA,western australia,NA,NA,NA,"baker, uther|, f.h.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5830,nysius,-32.8,116.4667,a44a8e2c-710f-4944-a15d-589ba544cdb8,preservedspecimen,NA,western australia,NA,NA,NA,"allen, n.t.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5831,closterotomus,-33.4846,145.533,4fdf3ea7-f5a6-4303-af30-7c8db9f95ada,preservedspecimen,2014-09-27t00:00:00\2014-09-27t00:00:00,new south wales,hillston,NA,NA,"cookson, j. lawrence",australia,NA,TRUE,2014,TRUE,TRUE
IDIGBIO_5832,miridae,-26.54117,114.10039,45dea3b3-45e6-40cb-9bd6-61641afba41d,preservedspecimen,NA,western australia,NA,NA,NA,"maroni, p.|tatarnic, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5833,dicyphylus scaevolae,-29.9283,121.1231,22f3526f-ef4a-4f41-87a8-99ee176f8c5b,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5834,wallabicoris waitzii,-33.0677,120.0971,769012e5-9890-43ad-95e1-ea12ef0573c7,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5835,goodeniaphila cassisi,-32.0734,112.6166,19b40eda-31c3-493a-ade0-ac71753b84ee,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5836,dicyphylus scaevolae,-29.9283,121.1231,d6386e82-b7f7-4f2a-ae82-ef2d730e4809,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5837,nysius,-21.8833,120.1167,ef11c6c5-7fa3-4119-9ff4-b796897426d5,preservedspecimen,NA,western australia,NA,NA,NA,"douglas|, a.m.|, m.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5838,spinivesica crenulata,-25.63,114.73,449433be-a2a2-4024-a241-6d8b30f3559a,preservedspecimen,NA,western australia,NA,NA,NA,cassis|weirauch|tatarnic|symonds,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5839,nysius,-22.562576,118.445842,00b4e371-b75a-4fa2-9845-e734358723e1,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5840,wallabicoris lachnostachyos,-27.68,114.2385,d0b3c193-e598-42e9-83a4-e10c62b612a4,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5841,dampierella schwartzi,-22.9,113.82,d0091afe-1031-459d-9e43-516060c22b4e,preservedspecimen,NA,western australia,NA,NA,NA,cassis|wall|weirauch|tatarnic|symonds,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5842,miridae,-22.351967,127.769384,697a0f7c-1500-44a3-9915-18d0a4f35ae6,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5843,leptidolon kojonup,-33.8708,117.1647,00bb0f3a-9e21-4e8a-895b-728de9f8296e,preservedspecimen,NA,western australia,NA,NA,NA,"schuh|, r.t.|cassis|, g.|bravilosky|asquith",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5844,miridae,-21.169397,119.763624,167fbcc8-5ba7-4b5f-8f03-0337bef84702,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.j.|harvey|, m.|huey|, j.|lima|, k.|wilson|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5845,nysius,-33.3333,115.6333,a751a979-cac8-4f41-b99d-888f394c8fe4,preservedspecimen,NA,western australia,NA,NA,NA,"wade, s.m.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5846,nysius,-32.7333,121.7833,0b7af4dc-dbde-4664-a9ef-774cb3c67bd5,preservedspecimen,NA,western australia,NA,NA,NA,"douglas|m, a.|, m.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5847,creontiades dilutus,-31.65,150.666667,64826665-4436-4696-a221-c0ec1d4c4d8a,preservedspecimen,16/10/2020,new south wales,warrah,NA,10000,"froggatt, w.w.",australia,NA,TRUE,2020,TRUE,TRUE
IDIGBIO_5848,miridae,-34.968109,138.631195,b711b801-2c93-4a1d-924c-7de18bb432e2,preservedspecimen,04/03/1953,south australia,"urrbrae, waite campus (also waite agricultural research institute)",NA,NA,NA,australia,NA,TRUE,1953,TRUE,TRUE
IDIGBIO_5849,miridae,-33.200001,138.600006,3b00afde-7ab8-4024-a034-428e95a185e7,preservedspecimen,05/12/1957,south australia,jamestown,NA,NA,"taylor, d.j.",australia,NA,TRUE,1957,TRUE,TRUE
IDIGBIO_5850,miridae,-33.566666,138.766693,b7a906fb-e010-4a2f-94cc-f6056de8cffc,preservedspecimen,NA,south australia,booborowie,NA,NA,"birks, p.r.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5851,creontiades dilutus,-34.150002,138.883331,f577b99e-b22c-429a-9e8d-60d1a016da02,preservedspecimen,07/12/1981,south australia,marrabel,NA,NA,"maezler, d.a.",australia,NA,TRUE,1981,TRUE,TRUE
IDIGBIO_5852,melaleucoides,-27.5616,114.4376,b2284946-872b-4542-bb57-7b0f688f1896,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5853,miridae,-26.53172,114.09952,76a52959-5519-4f69-9809-96734ced97c8,preservedspecimen,NA,western australia,NA,NA,NA,"maroni, p.|tatarnic, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5854,harpagophylus thryptomeni,-29.9191,121.1514,2c60e285-8e14-4f96-8493-e304ccbf997b,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5855,miridae,-15.959786,127.443121,c97afeeb-261a-4219-8bbc-929093475271,preservedspecimen,NA,western australia,NA,NA,NA,"harvey|, m.s.|tatarnic|, n.j.|jackson|, p.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5856,dicyphylus pilbara,-23.1013,119.3704,04932843-7e74-405f-8d47-a231523600f1,preservedspecimen,NA,western australia,NA,NA,NA,cassis|silveira,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5857,wallabicoris lachnostachyos,-27.68,114.2385,6967d0cb-6dfc-46b0-855e-85ac6f1d4832,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5858,melaleucoides systenae,-27.754,114.371,613fd9ce-0892-4bee-a43b-de9161fbb920,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5859,melaleucoides,-29.8073,115.2699,325c744a-15bf-4522-995a-99e8174ffdf5,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5860,wallabicoris pinocchii,-34.1497,115.0657,1633108c-7427-4253-a50f-051226bd6067,preservedspecimen,NA,western australia,NA,NA,NA,"schuh|, r.t.|cassis|, g.|silveira|, r.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5861,miridae,NA,NA,5158cbe2-e88a-4126-83a4-08b5b0e968d9,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.|buirchell|, b.|mcmah|, a.|cassis|, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5862,dampierella schwartzi,-26.61409,114.25998,f245ee2a-a218-4ce2-8528-056dea107e3a,preservedspecimen,NA,western australia,NA,NA,NA,"maroni, p.|tatarnic, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5863,omnivoriphylus mangaensis,-29.59,116.95,2effc835-b78d-4440-9ee7-9744f0fb81db,preservedspecimen,NA,western australia,NA,NA,NA,"symonds, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5864,melaleucoides pileanthicola,-27.4475,114.6867,ff969cf5-a831-4790-96c0-73082154746d,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5865,miridae,-22.73962,127.15356,ff6ea544-cb1a-4dbf-a0ad-b1e22f0d807b,preservedspecimen,NA,western australia,NA,NA,NA,"shofner, r.|weiler, l.|tatarnic, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5866,campylomma liebknechti,-31.3,119.1333,efaf3607-354f-4397-855c-91fc25b7bc8b,preservedspecimen,NA,western australia,NA,NA,NA,"mcmillan, r.p.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5867,campylomma liebknechti,-31.2036,120.2753,06ee6bbc-6d3e-43bf-8de6-8b8c9feef26b,preservedspecimen,NA,western australia,NA,NA,NA,"houston, t.f.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5868,dampierella schwartzi,-22.9,113.82,297ed260-2a43-413f-b71f-af954d92ac57,preservedspecimen,NA,western australia,NA,NA,NA,cassis|wall|weirauch|tatarnic|symonds,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5869,coridromius monotocopsis,-42.1172,146.1786,cd365da1-2455-48bc-9474-523df56406a4,preservedspecimen,NA,tasmania,NA,NA,NA,"tatarnic|, n.j.|slatyer|, r.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5870,melaleucoides cassisi,-38.4239,116.1233,1459adcc-9099-4a5a-9358-0bceea6c4aa8,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5871,nysius,-32.15,116,3614fbac-2154-40f1-a892-c0876dd8533b,preservedspecimen,NA,western australia,NA,NA,NA,"page|, a.|archer|, k.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5872,miridae,-22.812875,127.504989,3c106e99-60cd-44ac-aac1-34b6c15f7d45,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5873,xiphoidellus pallidus,-34.7627,116.0864,f37262c6-c3cb-4f0f-b9b4-d81422b736cd,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis|brailovsky,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5874,nysius,-21.8833,120.1167,f5066a83-14a7-4c8f-bb88-2bcf4445f496,preservedspecimen,NA,western australia,NA,NA,NA,"douglas|, a.m.|, m.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5875,miridae,-21.976635,115.029296,6bc69aaa-b095-425e-8b69-15243bd8ad0f,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.j.|harvey|, m.|huey|, j.|lima|, k.|wilson|, n.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5876,miridae,NA,NA,a9111ff4-245e-4ee9-81be-08b1fcede5e3,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic|, n.|buirchell|, b.|mcmah|, a.|cassis|, c.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5877,rayieria basifer,-33.4736,150.2261,10fe2c67-ea63-4f2d-92db-f483d991f483,preservedspecimen,26/01/1983,new south wales,NA,NA,10000,"rodd, n.w.",australia,blue mountains,TRUE,1983,TRUE,TRUE
IDIGBIO_5878,rayieria basifer,-26.0681,130.30813,6c796290-b648-4cae-b403-70383ea9c100,preservedspecimen,1983-05-10/11,south australia,NA,NA,10000,"holloway, g.a.",australia,mann ranges,TRUE,1983,TRUE,TRUE
IDIGBIO_5879,rayieria basifer,-36.48166,148.55119,2785769b-efec-47f2-9f0a-76345ce99fce,preservedspecimen,1889-03,new south wales,NA,NA,10000,"helms, r.",australia,monaro county,TRUE,1889,FALSE,FALSE
IDIGBIO_5880,wallabicoris newcastelii,-29.9283,121.1231,4d7c388a-1470-40ac-8c49-28819a6c002f,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5881,melaleucoides leuropomae,-27.68,114.2385,957443ea-19ce-4d1b-9993-a62103281506,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5882,miridae,-22.7,118.41914,5eb9427a-74cc-4774-8c43-1b183c29b0ca,preservedspecimen,NA,western australia,NA,NA,NA,"tatarnic, n.j.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5883,wallabicoris waitzii,-33.0677,120.0971,9a535d4f-e35b-482f-925f-6a54817fddf7,preservedspecimen,NA,western australia,NA,NA,NA,schuh|cassis,australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5884,melaleucoides annae,-31.2523,121.5899,0abbb398-589e-4936-9b79-6e832cc05022,preservedspecimen,NA,western australia,NA,NA,NA,"schuh|, r.t.|cassis|, g.|silveira|, r.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5885,nysius,-31.9666,122.4667,61e398ed-8114-4fc4-a992-706c99bf320a,preservedspecimen,NA,western australia,NA,NA,NA,"houston|et, t.f.",australia,NA,FALSE,NA,TRUE,FALSE
IDIGBIO_5886,miridae,-33.30541,148.16946,c228220c-0b93-4b89-b8cc-6c2aa0cd234a,preservedspecimen,03/04/1998,new south wales,NA,NA,5,australian museum|terrestrial ecology department,australia,NA,TRUE,1998,TRUE,TRUE
