database_id,scientificName,decimalLatitude,decimalLongitude,occurrenceID,basisOfRecord,verbatimEventDate,stateProvince,locality,identifiedBy,coordinateUncertaintyInMeters,coordinatePrecision,recordedBy,country,county,year
GBIF_14000,Miridae,NA,NA,1933624571,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14001,Miridae,NA,NA,1933624556,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14002,Miridae,NA,NA,1933624551,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14003,Miridae,NA,NA,1933624545,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14004,Miridae,NA,NA,1933624540,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14005,Miridae,NA,NA,1933624535,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14006,Miridae,NA,NA,1933624530,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14007,Miridae,NA,NA,1933624525,PRESERVED_SPECIMEN,07/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14008,Miridae,NA,NA,1933624524,PRESERVED_SPECIMEN,31/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14009,Miridae,NA,NA,1933624519,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14010,Miridae,NA,NA,1933624515,PRESERVED_SPECIMEN,12/10/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14011,Miridae,NA,NA,1933624511,PRESERVED_SPECIMEN,02/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14012,Miridae,NA,NA,1933624504,PRESERVED_SPECIMEN,12/10/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14013,Miridae,NA,NA,1933624502,PRESERVED_SPECIMEN,08/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,1994
GBIF_14014,Miridae,NA,NA,1933624495,PRESERVED_SPECIMEN,24/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14015,Miridae,NA,NA,1933624486,PRESERVED_SPECIMEN,24/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14016,Miridae,NA,NA,1933624464,PRESERVED_SPECIMEN,12/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14017,Miridae,NA,NA,1933624461,PRESERVED_SPECIMEN,01/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14018,Miridae,NA,NA,1933624458,PRESERVED_SPECIMEN,07/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14019,Miridae,NA,NA,1933624449,PRESERVED_SPECIMEN,12/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14020,Miridae,NA,NA,1933624443,PRESERVED_SPECIMEN,09/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,1994
GBIF_14021,Miridae,NA,NA,1933624437,PRESERVED_SPECIMEN,07/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14022,Miridae,NA,NA,1933624433,PRESERVED_SPECIMEN,09/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,1994
GBIF_14023,Monalocorisa,NA,NA,1933624414,PRESERVED_SPECIMEN,25/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14024,Miridae,NA,NA,1933624413,PRESERVED_SPECIMEN,25/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14025,Miridae,NA,NA,1933624409,PRESERVED_SPECIMEN,09/10/1994,NA,NA,NA,NA,NA,NA,NA,NA,1994
GBIF_14026,Miridae,NA,NA,1933624401,PRESERVED_SPECIMEN,25/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14027,Miridae,NA,NA,1933624393,PRESERVED_SPECIMEN,23/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14028,Miridae,NA,NA,1933624336,PRESERVED_SPECIMEN,23/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14029,Miridae,NA,NA,1933624330,PRESERVED_SPECIMEN,23/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14031,Miridae,NA,NA,1933624304,PRESERVED_SPECIMEN,10/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14032,Miridae,NA,NA,1933624282,PRESERVED_SPECIMEN,29/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14033,Miridae,NA,NA,1933624279,PRESERVED_SPECIMEN,04/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14034,Miridae,NA,NA,1933624266,PRESERVED_SPECIMEN,01/06/1999,NA,NA,NA,NA,NA,NA,NA,NA,1999
GBIF_14035,Miridae,NA,NA,1933624258,PRESERVED_SPECIMEN,01/06/1999,NA,NA,NA,NA,NA,NA,NA,NA,1999
GBIF_14036,Miridae,NA,NA,1933624251,PRESERVED_SPECIMEN,10/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14037,Miridae,NA,NA,1933624243,PRESERVED_SPECIMEN,28/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14038,Miridae,NA,NA,1933624241,PRESERVED_SPECIMEN,22/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14039,Miridae,NA,NA,1933624227,PRESERVED_SPECIMEN,22/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14040,Miridae,NA,NA,1933624226,PRESERVED_SPECIMEN,17/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14041,Miridae,NA,NA,1933624210,PRESERVED_SPECIMEN,28/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14042,Miridae,NA,NA,1933624209,PRESERVED_SPECIMEN,17/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14043,Miridae,NA,NA,1933624205,PRESERVED_SPECIMEN,17/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14045,Miridae,NA,NA,1933624196,PRESERVED_SPECIMEN,16/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14049,Miridae,NA,NA,1933624182,PRESERVED_SPECIMEN,12/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14051,Miridae,NA,NA,1933624179,PRESERVED_SPECIMEN,28/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14052,Miridae,NA,NA,1933624178,PRESERVED_SPECIMEN,12/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14054,Miridae,NA,NA,1933624173,PRESERVED_SPECIMEN,17/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14055,Miridae,NA,NA,1933624161,PRESERVED_SPECIMEN,28/06/1997,NA,NA,NA,NA,NA,NA,NA,NA,1997
GBIF_14057,Miridae,NA,NA,1933624151,PRESERVED_SPECIMEN,14/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14058,Miridae,NA,NA,1933624148,PRESERVED_SPECIMEN,13/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14060,Miridae,NA,NA,1933624142,PRESERVED_SPECIMEN,12/05/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14063,Miridae,NA,NA,1933624107,PRESERVED_SPECIMEN,03/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14064,Miridae,NA,NA,1933624083,PRESERVED_SPECIMEN,13/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14068,Miridae,NA,NA,1933624010,PRESERVED_SPECIMEN,14/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14070,Miridae,NA,NA,1933624008,PRESERVED_SPECIMEN,12/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14071,Miridae,NA,NA,1933624007,PRESERVED_SPECIMEN,13/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14072,Miridae,NA,NA,1933624005,PRESERVED_SPECIMEN,17/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14074,Miridae,NA,NA,1933623914,PRESERVED_SPECIMEN,14/05/1998,NA,NA,NA,NA,NA,NA,NA,NA,1998
GBIF_14076,Miridae,NA,NA,1933623858,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14077,Miridae,NA,NA,1933623854,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14078,Miridae,NA,NA,1933623851,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14079,Miridae,NA,NA,1933623850,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14080,Miridae,NA,NA,1933623848,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14081,Miridae,NA,NA,1933623845,PRESERVED_SPECIMEN,26/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14083,Miridae,NA,NA,1933623839,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14084,Miridae,NA,NA,1933623835,PRESERVED_SPECIMEN,26/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14085,Miridae,NA,NA,1933623834,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14088,Miridae,NA,NA,1933623831,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14089,Miridae,NA,NA,1933623830,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14090,Miridae,NA,NA,1933623828,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14091,Miridae,NA,NA,1933623827,PRESERVED_SPECIMEN,26/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14092,Miridae,NA,NA,1933623826,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14093,Miridae,NA,NA,1933623824,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14096,Miridae,NA,NA,1933623820,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14098,Miridae,NA,NA,1933623818,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14099,Miridae,NA,NA,1933623816,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14101,Miridae,NA,NA,1933623814,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14103,Miridae,NA,NA,1933623812,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14104,Miridae,NA,NA,1933623810,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14106,Miridae,NA,NA,1933623808,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14107,Miridae,NA,NA,1933623807,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14108,Miridae,NA,NA,1933623806,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14112,Miridae,NA,NA,1933623801,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14113,Miridae,NA,NA,1933623800,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14116,Miridae,NA,NA,1933623797,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14117,Miridae,NA,NA,1933623796,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14118,Miridae,NA,NA,1933623795,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14119,Miridae,NA,NA,1933623794,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14120,Miridae,NA,NA,1933623793,PRESERVED_SPECIMEN,27/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14122,Miridae,NA,NA,1933623791,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14124,Miridae,NA,NA,1933623789,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14125,Miridae,NA,NA,1933623788,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14127,Miridae,NA,NA,1933623786,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14128,Miridae,NA,NA,1933623785,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14129,Miridae,NA,NA,1933623783,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14131,Miridae,NA,NA,1933623781,PRESERVED_SPECIMEN,26/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14132,Miridae,NA,NA,1933623780,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14135,Miridae,NA,NA,1933623777,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14136,Miridae,NA,NA,1933623776,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14138,Miridae,NA,NA,1933623774,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14139,Miridae,NA,NA,1933623773,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14141,Miridae,NA,NA,1933623771,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14142,Miridae,NA,NA,1933623770,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14143,Miridae,NA,NA,1933623769,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14144,Miridae,NA,NA,1933623768,PRESERVED_SPECIMEN,24/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14145,Miridae,NA,NA,1933623767,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14147,Miridae,NA,NA,1933623765,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14148,Miridae,NA,NA,1933623764,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14150,Miridae,NA,NA,1933623762,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14151,Miridae,NA,NA,1933623761,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14152,Miridae,NA,NA,1933623760,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14155,Miridae,NA,NA,1933623757,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14159,Miridae,NA,NA,1933623753,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14160,Miridae,NA,NA,1933623752,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14164,Miridae,NA,NA,1933623748,PRESERVED_SPECIMEN,23/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14166,Miridae,NA,NA,1933623746,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14167,Miridae,NA,NA,1933623745,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14169,Miridae,NA,NA,1933623743,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14171,Miridae,NA,NA,1933623741,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14176,Miridae,NA,NA,1933623736,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14177,Miridae,NA,NA,1933623735,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14180,Miridae,NA,NA,1933623732,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14181,Miridae,NA,NA,1933623731,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14182,Miridae,NA,NA,1933623730,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14183,Miridae,NA,NA,1933623729,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14187,Miridae,NA,NA,1933623725,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14190,Miridae,NA,NA,1933623722,PRESERVED_SPECIMEN,13/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14191,Miridae,NA,NA,1933623721,PRESERVED_SPECIMEN,30/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14193,Miridae,NA,NA,1933623719,PRESERVED_SPECIMEN,30/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14194,Miridae,NA,NA,1933623718,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14197,Miridae,NA,NA,1933623715,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14201,Miridae,NA,NA,1933623711,PRESERVED_SPECIMEN,13/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14202,Miridae,NA,NA,1933623710,PRESERVED_SPECIMEN,22/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14203,Miridae,NA,NA,1933623709,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14204,Miridae,NA,NA,1933623708,PRESERVED_SPECIMEN,30/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14206,Miridae,NA,NA,1933623706,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14207,Miridae,NA,NA,1933623705,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14208,Miridae,NA,NA,1933623704,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14209,Miridae,NA,NA,1933623703,PRESERVED_SPECIMEN,08/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14211,Miridae,NA,NA,1933623701,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14212,Miridae,NA,NA,1933623700,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14213,Miridae,NA,NA,1933623699,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14214,Miridae,NA,NA,1933623698,PRESERVED_SPECIMEN,08/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14215,Miridae,NA,NA,1933623697,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14218,Miridae,NA,NA,1933623694,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14219,Miridae,NA,NA,1933623693,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14220,Miridae,NA,NA,1933623692,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14221,Miridae,NA,NA,1933623691,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14222,Miridae,NA,NA,1933623690,PRESERVED_SPECIMEN,30/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14223,Miridae,NA,NA,1933623689,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14224,Miridae,NA,NA,1933623688,PRESERVED_SPECIMEN,13/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14225,Miridae,NA,NA,1933623687,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14226,Miridae,NA,NA,1933623686,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14227,Miridae,NA,NA,1933623685,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14228,Miridae,NA,NA,1933623684,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14231,Miridae,NA,NA,1933623681,PRESERVED_SPECIMEN,08/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14232,Miridae,NA,NA,1933623680,PRESERVED_SPECIMEN,30/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14233,Miridae,NA,NA,1933623679,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14234,Miridae,NA,NA,1933623678,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14235,Miridae,NA,NA,1933623677,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14236,Miridae,NA,NA,1933623676,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14237,Miridae,NA,NA,1933623675,PRESERVED_SPECIMEN,08/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14238,Miridae,NA,NA,1933623674,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14239,Miridae,NA,NA,1933623673,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14241,Miridae,NA,NA,1933623671,PRESERVED_SPECIMEN,08/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14242,Miridae,NA,NA,1933623670,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14243,Miridae,NA,NA,1933623669,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14244,Miridae,NA,NA,1933623668,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14245,Miridae,NA,NA,1933623667,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14246,Miridae,NA,NA,1933623666,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14247,Miridae,NA,NA,1933623665,PRESERVED_SPECIMEN,08/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14248,Miridae,NA,NA,1933623664,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14249,Miridae,NA,NA,1933623663,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14250,Miridae,NA,NA,1933623662,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14251,Miridae,NA,NA,1933623661,PRESERVED_SPECIMEN,21/09/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14252,Miridae,NA,NA,1933623660,PRESERVED_SPECIMEN,04/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14253,Miridae,NA,NA,1933623659,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14254,Miridae,NA,NA,1933623658,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14255,Miridae,NA,NA,1933623657,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14256,Miridae,NA,NA,1933623656,PRESERVED_SPECIMEN,04/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14257,Miridae,NA,NA,1933623655,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14258,Miridae,NA,NA,1933623654,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14259,Miridae,NA,NA,1933623653,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14260,Miridae,NA,NA,1933623652,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14261,Miridae,NA,NA,1933623651,PRESERVED_SPECIMEN,04/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14262,Miridae,NA,NA,1933623650,PRESERVED_SPECIMEN,15/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14263,Miridae,NA,NA,1933623649,PRESERVED_SPECIMEN,12/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14265,Miridae,NA,NA,1933623647,PRESERVED_SPECIMEN,04/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
GBIF_14267,Miridae,NA,NA,1933623645,PRESERVED_SPECIMEN,05/10/1995,NA,NA,NA,NA,NA,NA,NA,NA,1995
